key,en_value,usage_count,de_value,fr_value,nl_value
buttons.save,Save,8,Speichern,Sauvegarder,Opslaan
buttons.saveAsTemplate,SAVE AS TEMPLATE,2,Als Vorlage speichern,Enregistrer en tant que modèle,Bewaar als template
buttons.saveChanges,save changes,1,änderungen speichern,sauvegarder les modifications,wijzigingen opslaan
buttons.saved,Saved,2,Gespeichert,Sauvegardé,Opgeslagen
buttons.saving,Saving,2,Speichern,Sauvegarde en cours,Aan het opslaan
buttons.search,SEARCH,0,SUCHEN,RECHERCHER,ZOEKEN
buttons.sendAnticipatedTransitRequest,Anticipated transit request,2,Anticipated transit request,Anticipated transit request,Anticipated transit request
buttons.startDeclaration,START DECLARATION,0,MIT DER ANMELDUNG BEGINNEN,COMMENCER LA DÉCLARATION,AANGIFTE BEGINNEN
buttons.stopMovement,Stop movement,2,Vorgang stoppen,Arrêter le mouvement,Stop zending
buttons.submit,Submit,8,Einreichen,Soumettre,Indienen
buttons.submitIE015,Submit (IE015),2,Einreichen (IE015),Soumettre (IE015),Indienen (IE015)
cancelEnquiry.dialog.cancelEnquiryNotificationText,Cancel enquiry notification text,1,Cancel enquiry notification text,Cancel enquiry notification text,Cancel enquiry notification text
cancelEnquiry.dialog.customsOfficeOfDeparture,Customs office of departure,1,Customs office of departure,Customs office of departure,Customs office of departure
cancelEnquiry.dialog.customsOfficeOfRequest,Customs office of request,1,Customs office of request,Customs office of request,Customs office of request
cancelEnquiry.dialog.heading,Cancel Enquiry,1,Cancel Enquiry,Cancel Enquiry,Cancel Enquiry
common.button.cancel,Cancel,0,Abbrechen,Annuler,Annuleer
common.button.confirm,Confirm,0,Bestätigen,Confirmer,Bevestig
common.button.no,No,1,Nein,Non,Nee
common.button.notOk,Not OK,1,Nicht OK,Pas OK,Niet OK
common.button.ok,OK,1,OK,OK,OK
common.button.reset,reset (one hour),0,reset (one hour),reset (one hour),reset (one hour)
common.button.yes,Yes,0,Ja,Oui,Ja
common.country.logo.alt,Belgian government logo,1,Belgian government logo,Belgian government logo,Belgian government logo
common.customsOrganisation.logo,Logo Federal Public Service - Finance,0,Logo Federal Public Service - Finance,Logo Federal Public Service - Finance,Logo Federal Public Service - Finance
common.dateRange.LAST_12_MONTHS,Last 12 months,0,Letzte 12 Monate,Les 12 derniers mois,Laatste  12 maanden
common.dateRange.LAST_14_DAYS,Last 14 days,0,Letzte 14 Tage,Les 14 derniers jours,Laatste  14 dagen
common.dateRange.LAST_2_DAYS,Last 2 days,0,Letzte 2 Tage,Les 2 derniers jours,Laatste 2 dagen
common.dateRange.LAST_30_DAYS,Last 30 days,0,Letzte 30 Tage,Les 30 derniers jours,Laatste  30 dagen
common.dateRange.LAST_7_DAYS,Last 7 days,0,Letzte 7 Tage,Les 7 derniers jours,Laatste  7 dagen
common.export,Export,1,Exportieren,Export,Exporteer
common.isAnswered.ALL,All,0,All,All,All
common.isAnswered.ANSWERED,Responded,0,Responded,Responded,Responded
common.isAnswered.UNANSWERED,Not Responded,0,Not Responded,Not Responded,Not Responded
common.noResults,No results found,6,Keine Ergebnisse gefunden,Aucun résultat trouvé,Geen resultaten gevonden
common.otherInfo.label,Other information and official services,1,Andere Informationen und öffentliche Dienste,Autres informations et services officiels,Andere informatie en officiële diensten
common.otherInfo.url,http://www.belgium.be/en,2,http://www.belgium.be/en,http://www.belgium.be/en,http://www.belgium.be/en
common.select.loading,Loading...,0,Wird geladen….,Chargement…,Laden…
common.selected,selected,4,ausgewählt,sélectionné,geselecteerd
compare.currentSituation,Current situation,5,Current situation,Current situation,Current situation
completeRecovery.customsOfficeOfRecovery.city,Office city,1,Stadt des Büros,Ville du bureau,Stad van het kantoor
completeRecovery.customsOfficeOfRecovery.name,Office name,1,Name des Büros,Nom du bureau,Naam van het kantoor
completeRecovery.customsOfficeOfRecovery.referenceNumber,Reference number,1,Referenznummer,Numéro de référence,Referentienummer
completeRecovery.customsOfficeOfRecovery.title,Customs Office of Recovery,1,Zollstelle für Rückforderung,Bureau des douanes pour le recouvrement,Douanekantoor voor terugvordering
completeRecovery.customsOfficeOfRecoveryAtDeparture.city,Office city,1,Office city,Office city,Office city
completeRecovery.customsOfficeOfRecoveryAtDeparture.contactPerson.emailAddress,E-mail address,1,E-mail address,E-mail address,E-mail address
completeRecovery.customsOfficeOfRecoveryAtDeparture.contactPerson.name,Name,1,Name,Name,Name
completeRecovery.customsOfficeOfRecoveryAtDeparture.contactPerson.phoneNumber,Phone number,1,Phone number,Phone number,Phone number
completeRecovery.customsOfficeOfRecoveryAtDeparture.contactPerson.title,Contact Person,1,Contact Person,Contact Person,Contact Person
completeRecovery.customsOfficeOfRecoveryAtDeparture.name,Office name,1,Office name,Office name,Office name
completeRecovery.customsOfficeOfRecoveryAtDeparture.referenceNumber,Reference number,2,Reference number,Reference number,Reference number
completeRecovery.customsOfficeOfRecoveryAtDeparture.title,Customs Office of Recovery at Departure,2,Customs Office of Recovery at Departure,Customs Office of Recovery at Departure,Customs Office of Recovery at Departure
completeRecovery.modalTitle,Complete Recovery,2,Complete Recovery,Complete Recovery,Complete Recovery
completeRecovery.mrn,MRN,1,MRN,MRN,MRN
completeRecovery.recovery.collectionDate,Collection date,1,Collection date,Collection date,Collection date
completeRecovery.recovery.text,Text,1,Text,Text,Text
completeRecovery.recovery.title,Recovery,1,Recovery,Recovery,Recovery
completeRecovery.recoveryNotification.amountClaimed,Amount Claimed,1,Geltend gemachter Betrag,Montant réclamé,Geclaimd bedrag
completeRecovery.recoveryNotification.notificationDate,Recovery notification date,1,Datum der Einziehungsbenachrichtigung,Date de notification de recouvrement,Kennisgevingsdatum van de invordering
completeRecovery.recoveryNotification.recovCurrency,Currency,1,Währung,Device,Valuta
completeRecovery.recoveryNotification.recovNotif,Recovery notification text,1,Wiederherstellungsbenachrichtigungstext,Texte de notification de recouvrement,Herstelmeldingstekst
completeRecovery.recoveryNotification.title,Recovery notification (IE035),1,Wiederherstellungsbenachrichtigung (IE035),Notification de recouvrement (IE035),Herstelmelding (IE035)
confirmNavigation.leavePage,Leave this page,0,Auf dieser Seite bleiben,Quitter cette page,Deze pagina verlaten
confirmNavigation.message,The changes you made will be lost if you navigate away from this page. Are you sure you want to leave this page?,1,"Die von Ihnen eingegebenen Änderungen gehen verloren, wenn Sie diese Seite verlassen.  Sind Sie sicher, dass Sie diese Seite verlassen möchten? ",Les modifications que vous avez apportées seront perdues si vous quittez cette page.  Êtes-vous sûr de vouloir quitter cette page ? ,Uw wijzigingen gaan verloren indien u deze pagina verlaat. Bent u zeker dat u deze pagina wil verlaten?
confirmNavigation.stayPage,Stay on this page,0,Auf dieser Seite bleiben,Rester sur cette page,Op deze pagina blijven
confirmNavigation.title,Confirm navigation,0,Navigation bestätigen,Confirmer la navigation,Navigatie bevestigen
consignParties.errors.isWrongSelection,Please select a valid value,0,Please select a valid value,Veuillez sélectionner une valeur valable,Selecteert u alstublieft een geldige waarde
consignParties.errors.required,Please enter a value,0,Bitte geben Sie einen Wert ein.,Veuillez introduire une valeur,Vult u alstublieft een geldige waarde in
consignParties.errors.selectRequired,Please select a value,0,Bitte wählen Sie einen Wert.,Veuillez sélectionner une valeur,Selecteert u alstublieft een waarde
consignParties.hints.hintWithLength,Maximum {{ noOfChars }} characters,0,Maximal  {{noOfChars}} Zeichen,{{noOfChars}} caractères maximum,Maximum {{noOfChars}} karakters
consignParties.hints.hintWithPhoneNumber,Area code followed by phone number,1,Vorwahl gefolgt von der Telefonnummer,Code régional suivi du numéro de téléphone,Zone nummer gevolgd door telefoonnummer
consignParties.lables.carrier,Carrier,1,Beförderer,Transporteur,Vervoerder
consignParties.lables.emailAddress,Email address,2,E-Mail- Adresse,Adresse électronique,E-mailadres
consignParties.lables.identificationNumber,Identification number,1,Kennnummer,Numéro d’identification,Identificatienummer
consignParties.lables.nameContactPerson,Name contact person,2,Ansprechpartner,Personne de contact,Naam contactpersoon
consignParties.lables.partiesSub,Select the actors that are involved and enter their information,1,Wählen Sie die beteiligten Wirtschaftsbeteiligten aus und geben Sie die entsprechenden Daten ein.,Veuillez sélectionner les acteurs qui sont impliqués et entrer les informations requises,Selecteer de betrokken actoren en voer hun informatie in.
consignParties.lables.phoneNumber,Phone number,2,Telefonnummer,Téléphone,Telefoonnummer
consignParties.lables.rootLabelParties2,Step 2: Parties,1,Schritt 2: Beteiligte,Etape 2: Parties,Step 2: Partijen
consignment-item-info.heading.additional-references,Additional reference(s),0,Sonstige(r) Verweis(e),Référence supplémentaire,Aanvullende referentie(s)
consignment-item-info.heading.commodity,Commodity,6,Waren,Marchandise,Goederen
consignment-item-info.heading.commodity-code,Commodity code,4,Warennummer,Code des marchandises,Goederencode
consignment-item-info.heading.declarationInfo,Declaration information,2,Informationen zur Anmeldung,Informations sur la déclaration,Informatie over de aangifte
consignment-item-info.heading.packaging,Packaging,0,Verpackung,Emballage,Verpakking
consignment-item-info.label.Item,Consignment item,2,Consignment item,Article de consignment,Artikel van de zending
consignment-item-info.label.No,No,0,Nr.,N°,Nr.
consignment-item-info.label.combinedNomenclatureCode,Combined nomenclature code,2,Code der Unterposition der Kombinierten Nomenklatur,Code de la nomenclature combinée,Code gecombineerd systeem
consignment-item-info.label.cusCode,CUS code,2,CUS-Nummer,CUS code,CUS-code
consignment-item-info.label.declarationType,Declaration type,0,Art der Anmeldung,Type de déclaration,Type aangifte
consignment-item-info.label.descriptionOfGoods,Description of goods,4,Warenbezeichnung,Description des marchandises,Goederenomschrijving
consignment-item-info.label.grossMass,Gross Mass (kg),0,Rohmasse (kg),Masse brutte (kg),Brutomassa (kg)
consignment-item-info.label.harmonizedSystemSubHeadingCode,Harmonized system sub heading code,2,Harmonized system sub heading code,Harmonized system sub heading code,Harmonized system sub heading code
consignment-item-info.label.number,Number,3,Anzahl,Nombre,Nummer
consignment-item-info.label.packaging,Packaging,3,Verpackung,Emballage,Verpakking
consignment-item-info.label.referenceNumber,Reference Number,0,Referenznummer,Numéro de référence,Referentienummer
consignment-item-info.label.shippingMarks,Shipping Marks,3,Versandzeichen,Marques d’expédition,Verzendingsmerken
consignment-item-info.label.step,Step {{ stepNumber }}: Item {{ itemNumber }},0,Step {{ stepNumber }}: Item {{ itemNumber }},Step {{ stepNumber }}: Item {{ itemNumber }},Step {{ stepNumber }}: Item {{ itemNumber }}
consignment-item-info.label.type,Type,3,Art,Type,Soort
consignment-item-info.pageTitle,Consignment Item,0,Consignment Item,Article de consignment,Artikel van de zending
consult-consignment.labels.No,No.,46,Nr.,N°,Nr.
consult-consignment.labels.additionalInfo,Additional information,0,Zusätzliche Information,Mentions spéciales,Aanvullende informatie
consult-consignment.labels.additionalRef,Additional reference,0,Additional reference,Additional reference,Additional reference
consult-consignment.labels.code,Code,0,Code,Code,Code
consult-consignment.labels.commodityCode,Commodity code,4,Warennummer,Code des marchandises,Goederencode
consult-consignment.labels.complementOfInformation,Complement of Information,3,Zusätzliche Angaben,Informations complémentaires,Aanvullende informatie
consult-consignment.labels.consigneeId,Consignee id,4,Empfänger id,Destinataire id,Geadresseerde id
consult-consignment.labels.consigneeName,Consignee name,6,Empfänger name,Destinataire nom,Geadresseerde naam
consult-consignment.labels.consignmentItems,Consignment items,0,Sammelsendung position,Items du consignment,Zendings items
consult-consignment.labels.consignorId,Consignor id,6,Versender id,Expéditeur id,Afzender id
consult-consignment.labels.consignorName,Consignor name,6,Empfänger name,Expéditeur nom,Afzender naam
consult-consignment.labels.container,Container,2,Container,Conteneur,Container
consult-consignment.labels.declarationGoodsItems,Declaration goods items,2,Deklarationswarenartikel,Articles de marchandise déclarés,Aangifte goederen artikelen
consult-consignment.labels.declaredLocationOfGoods,Aangegeven locatie van de goederen,0,Angemeldeter Warenort,Localisation déclarée des marchandises,Aangegeven locatie van de goederen
consult-consignment.labels.descriptionOfGoods,Description of goods,4,Warenbezeichnung,Description des marchandises,Goederenomschrijving
consult-consignment.labels.generalInformation,General information,0,Allgemeine Informationen,Information générale,Algemene informatie
consult-consignment.labels.goodsItem,Goods item,7,Warenartikel,Article de marchandise,Goederen artikel
consult-consignment.labels.goodsItemNumber,Goods Item number,3,Warenartikelnummer,Numéro d’article de marchandise,Goederen artikel number
consult-consignment.labels.goodsItems,Goods items,2,Warenartikel,Articles de marchandise,Goederen artikelen
consult-consignment.labels.grossMass,Gross mass (kg),12,Rohmasse (kg),Masse brutte (kg),Brutomassa (kg)
consult-consignment.labels.id,id,7,id,id,id
consult-consignment.labels.identificationNumber,Identification number,3,Kennnummer,Numéro d'identification,Identificatienummer
consult-consignment.labels.identifier,Identifier,4,Kennung,Identifiant,Identificator
consult-consignment.labels.identifiers,Identifiers,2,Kennungen,Identifiants,Identificatoren
consult-consignment.labels.item,Item,7,POSITION,Item,Artikel
consult-consignment.labels.measurementUnitAndQualifier,Measurement unit and qualifier,3,Maßeinheit und Qualifikator,Unité de mesure et qualifiant,Meeteenheid en -aanduiding
consult-consignment.labels.netMass,Net mass (kg),2,Nettomasse (kg),Masse nette (kg),Nettomassa (kg)
consult-consignment.labels.noOfSeals,Number of seals,3,Anzahl der Verschlüsse,Nombre de scellés,Aantal zegels
consult-consignment.labels.numberOfPackages,Total no. of packages,7,Gesamtanzahl der Packstücke,nombre de collis totale,Totaal nr. van colli's
consult-consignment.labels.parties,Parties,1,Beteiligte,Parties,Partijen
consult-consignment.labels.quantity,Quantity,3,Anzahl,Quantité,Hoeveelheid
consult-consignment.labels.referenceNumber,Reference Number,10,Referenznummer,Numéro de référence,Referentienummer
consult-consignment.labels.rootLabelConsignmentItems,Consignment Item(s),0,Sammelsendung,Articles de consignation(s),Artikelen
consult-consignment.labels.rootLabelHouseConsignment,House Consignment,3,Einzelsendung,House Envoi,Huiszending
consult-consignment.labels.rootLabelHouseConsignments,House Consignment(s),2,Einzelsendung(en),House Envoi(s),Huiszending(en)
consult-consignment.labels.sealIdentifier,Seal identifier,3,Verschlusskennung,Identifiant de scellé,Identificator van de verzegeling
consult-consignment.labels.text,Text,0,Text,Texte,Tekst
consult-consignment.labels.totalPackages,Total Packages,2,Gesamtanzahl der Packstücke,Total de colis,Totaal pakketten
consult-consignment.labels.transportEquipment,Transport equipment,4,Beförderungsausrüstung,Equipement de transport,Hulpmiddelen bij het vervoer
consult-consignment.labels.type,Type,24,Art,Type,Soort
consult-consignment.labels.typeOfPackages,Type of Packages,3,Art verpackung,Type d'emballage,Type Verpakking
consult-consignment.labels.weightUnit,kg,9,kg,kg,kg
